"Time","Acme Web CPU Usage","Acme Web Memory Usage","MongoDB CPU Usage","MongoDB Memory Usage","VM 1 Avg Host CPU Usage","VM 1 Host CPU 0 Usage","VM 1 Host CPU 1 Usage","VM 1 Host Mem Usage","VM 1 Host Mem Total","VM 2 Avg Host CPU Usage","VM 2 Host CPU 0 Usage","VM 2 Host CPU 1 Usage","VM 2 Host Mem Usage","VM 2 Host Mem Total"
2022-01-22 21:33:35,29,57626624,10,220749824,29,30,28,844652544,8346394624,14,14,14,995512320,8126898176
2022-01-22 21:33:40,26,57819136,8.4,220766208,28,29,27,844509184,8346394624,15,16,15,996225024,8126898176
2022-01-22 21:33:45,29,57184256,9.7,220749824,31,33,29,853667840,8346394624,17,17,17,995708928,8126898176
2022-01-22 21:33:50,32,57720832,11,220905472,30,29,31,845299712,8346394624,14,14,14,996855808,8126898176
2022-01-22 21:33:55,27,58228736,8.6,220749824,30,31,30,846422016,8346394624,15,16,15,996323328,8126898176
2022-01-22 21:34:00,26,58355712,9.3,220962816,30,29,31,845701120,8346394624,17,17,16,996519936,8126898176
2022-01-22 21:34:05,18,58486784,9.1,221130752,24,24,23,847069184,8346394624,11,11,12,996327424,8126898176
2022-01-22 21:34:10,5.1,58486784,6.5,220717056,11,10,13,845537280,8346394624,7.1,6.8,7.4,996524032,8126898176
2022-01-22 21:34:15,0.013,58486784,2.6,220717056,3.9,4.6,3.2,845795328,8346394624,3.0,2.4,3.6,996265984,8126898176
2022-01-22 21:34:20,0.012,58486784,2.1,221057024,6.1,6.0,6.2,846577664,8346394624,5.1,4.0,6.2,995753984,8126898176
2022-01-22 21:34:25,0.011,58486784,2.1,220876800,4.0,4.0,4.0,845549568,8346394624,2.2,2.6,1.8,995753984,8126898176
2022-01-22 21:34:30,0.012,58486784,0.23,220876800,4.2,4.8,3.6,845291520,8346394624,2.8,2.6,3.0,995495936,8126898176
2022-01-22 21:34:35,0.013,58486784,0.24,220876800,3.6,3.4,3.8,845549568,8346394624,2.1,1.8,2.4,995237888,8126898176
2022-01-22 21:34:40,0.011,58486784,0.25,220876800,4.3,3.6,5,845250560,8346394624,2.9,3.2,2.6,995237888,8126898176
2022-01-22 21:34:45,0.012,58486784,0.21,220876800,3.1,2.4,3.8,845250560,8346394624,2.2,2.4,2.0,995237888,8126898176
2022-01-22 21:34:50,4.2,55844864,0.37,220975104,7.6,8.2,7.0,846270464,8346394624,4.2,3.8,4.6,995213312,8126898176
2022-01-22 21:34:55,22,51499008,1.9,221179904,18,16,19,843497472,8346394624,9.8,10,9.6,994766848,8126898176
2022-01-22 21:35:00,32,51425280,7.5,221044736,31,33,29,840978432,8346394624,18,18,19,996352000,8126898176
2022-01-22 21:35:05,26,53567488,10,221315072,33,31,34,840445952,8346394624,18,19,18,995930112,8126898176
2022-01-22 21:35:10,26,55140352,9.8,221302784,34,34,34,841068544,8346394624,17,17,17,997564416,8126898176
2022-01-22 21:35:15,33,56242176,11,221323264,29,32,27,841809920,8346394624,21,21,21,998686720,8126898176
2022-01-22 21:35:20,32,56549376,13,221134848,39,41,36,843862016,8346394624,22,24,21,997359616,8126898176
2022-01-22 21:35:25,30,56799232,12,221573120,35,37,34,844734464,8346394624,16,16,16,997609472,8126898176
2022-01-22 21:35:30,28,57311232,9.2,221503488,29,32,26,844161024,8346394624,20,21,19,998080512,8126898176
2022-01-22 21:35:35,28,58261504,8.3,221523968,30,31,30,845467648,8346394624,18,18,18,998408192,8126898176
2022-01-22 21:35:40,29,57180160,10,221872128,33,33,32,847228928,8346394624,18,18,18,999288832,8126898176
2022-01-22 21:35:45,29,57708544,11,221986816,31,32,31,846700544,8346394624,20,20,20,999866368,8126898176
2022-01-22 21:35:50,27,58626048,9.5,221982720,34,33,34,846770176,8346394624,21,20,21,1001095168,8126898176
2022-01-22 21:35:55,23,58548224,10,222101504,31,31,32,847994880,8346394624,15,15,16,1001009152,8126898176
2022-01-22 21:36:00,27,59191296,9.6,222048256,29,28,30,847441920,8346394624,19,19,19,1001590784,8126898176
2022-01-22 21:36:05,32,56193024,9.6,222007296,31,32,30,849338368,8346394624,22,21,22,1002340352,8126898176
2022-01-22 21:36:10,27,56193024,10,222011392,32,32,32,845357056,8346394624,17,18,17,1002262528,8126898176
2022-01-22 21:36:15,28,56233984,9.5,222359552,29,28,29,845172736,8346394624,18,18,18,1002209280,8126898176
2022-01-22 21:36:20,30,56745984,12,222334976,34,34,35,845037568,8346394624,25,23,26,1002905600,8126898176
2022-01-22 21:36:25,23,56745984,11,222298112,31,30,31,846610432,8346394624,16,16,16,1003216896,8126898176
2022-01-22 21:36:30,27,56750080,8.7,222429184,29,28,29,846020608,8346394624,19,19,19,1002086400,8126898176
2022-01-22 21:36:35,28,56872960,9.3,222507008,30,29,30,845258752,8346394624,21,21,20,1002131456,8126898176
2022-01-22 21:36:40,26,58863616,9.7,222584832,32,31,34,846999552,8346394624,17,17,17,1002496000,8126898176
2022-01-22 21:36:45,30,58900480,10,222384128,32,34,31,846823424,8346394624,18,18,18,1003765760,8126898176
