Acme Web CPU Usage,Acme Web Memory Usage,MongoDB CPU Usage,MongoDB Memory Usage,Avg Host CPU Usage,Host CPU 0 Usage,Host CPU 1 Usage,Host Mem Usage,Host Mem Total
0.45,50937856,0.7,124604416,4,4.6,3.4,1125679104,8346394624
0.0079,50937856,0.41,124604416,4.3,4.8,3.8,1125404672,8346394624
0.012,50937856,0.43,124682240,3.6,3,4.2,1125404672,8346394624
0.019,50937856,0.42,124604416,4.3,4.4,4.2,1125363712,8346394624
0.012,50937856,0.36,124604416,5.5,6.2,4.8,1126346752,8346394624
1,50999296,0.69,124612608,6.5,6.4,6.6,1125720064,8346394624
4.2,51638272,2,124641280,13,13,12,1126146048,8346394624
7.4,51683328,5,124768256,61,62,61,1121337344,8346394624
10,51683328,6,124723200,73,75,71,1133072384,8346394624
11,51724288,4.9,124772352,68,70,66,1134616576,8346394624
10,51671040,5.3,124928000,62,64,60,1136271360,8346394624
9.5,51671040,5.3,124833792,75,77,74,1137754112,8346394624
11,51695616,5.5,125198336,72,74,70,1146433536,8346394624
11,52166656,5.5,125120512,59,60,58,1142169600,8346394624
9.6,52170752,5,125411328,73,74,71,1145831424,8346394624
8.9,52170752,5,125321216,72,74,70,1144328192,8346394624
9,52219904,5.4,125251584,61,64,59,1146458112,8346394624
11,52219904,4.9,125288448,73,75,71,1149145088,8346394624
9.9,52240384,5.4,125440000,71,73,68,1146716160,8346394624
9.2,52244480,6.9,125468672,61,63,58,1148542976,8346394624
10,52551680,5.4,125640704,75,78,72,1151668224,8346394624
11,52936704,5,125558784,74,76,71,1146314752,8346394624
11,53051392,5.5,125710336,61,64,59,1146261504,8346394624
10,53166080,5.2,125620224,77,80,74,1150328832,8346394624
8.5,53288960,4.8,125796352,72,74,69,1156767744,8346394624
9.1,53362688,5.3,125857792,62,64,59,1159745536,8346394624
13,53485568,7.2,125968384,79,80,78,1163227136,8346394624
13,53530624,6.5,126017536,74,76,72,1160384512,8346394624
12,53534720,5.5,126169088,63,64,62,1160376320,8346394624
9.9,53534720,6.5,126230528,78,80,76,1163481088,8346394624
10,53534720,6.2,126238720,73,75,71,1162936320,8346394624
11,53534720,4.3,126263296,58,59,57,1162240000,8346394624
7.4,53534720,4.9,126550016,72,74,71,1163956224,8346394624
7.9,53538816,5.7,126586880,68,70,67,1161437184,8346394624
7.3,53538816,3.7,126537728,55,57,53,1158483968,8346394624
2.7,53538816,1.7,126537728,25,26,24,1155334144,8346394624
0.25,53538816,0.44,126410752,3.9,3.6,4.2,1154289664,8346394624
0.0078,53538816,0.33,126410752,3.9,4.2,3.6,1153765376,8346394624
0.0072,53538816,0.42,126504960,3.8,3.8,3.8,1154490368,8346394624
0.021,53538816,0.43,126410752,4.3,4.2,4.4,1153949696,8346394624
0.016,53538816,0.39,126410752,5.5,4.6,6.4,1154699264,8346394624
1.6,53018624,1.2,126427136,8.3,7.8,8.8,1153531904,8346394624
5.4,53018624,2.4,126517248,27,28,26,1139752960,8346394624
8.4,53022720,5.7,126619648,77,80,75,1144623104,8346394624
10,51421184,6.1,126726144,74,77,72,1157955584,8346394624
9.9,51421184,5.3,126783488,74,76,71,1160716288,8346394624
11,51425280,6.3,126935040,83,85,81,1169539072,8346394624
12,51474432,5.8,126988288,84,87,81,1168207872,8346394624
11,51417088,5.6,126980096,70,72,68,1162575872,8346394624
11,51421184,4.9,127021056,84,85,82,1169330176,8346394624
8.9,51421184,5.1,127193088,78,80,76,1177051136,8346394624
9.5,51421184,5.6,127246336,71,74,69,1174261760,8346394624
8.7,51421184,5,127156224,84,86,83,1182289920,8346394624
9,51564544,4.9,127205376,80,83,77,1181913088,8346394624
9.8,51564544,5.1,127471616,69,70,67,1180614656,8346394624
10,51564544,4.9,127516672,81,83,79,1183592448,8346394624
10,51568640,6.4,127619072,83,86,81,1182310400,8346394624
9.5,51572736,6.4,127791104,68,71,65,1177214976,8346394624
9.7,51572736,5.2,127729664,83,84,81,1186091008,8346394624
8.7,51572736,5.7,127778816,81,84,78,1186635776,8346394624
8.4,51572736,5.2,127787008,68,70,66,1199919104,8346394624
11,51576832,6.1,127852544,84,86,82,1204252672,8346394624
13,51580928,6.6,127926272,84,86,82,1213702144,8346394624
13,51585024,6,127983616,73,76,71,1208074240,8346394624
11,51564544,7.1,128217088,84,85,83,1198743552,8346394624
9.9,51683328,6.6,128262144,87,89,85,1201975296,8346394624
12,52056064,5.5,128274432,71,73,69,1201799168,8346394624
11,51990528,5.2,128307200,81,82,80,1203429376,8346394624
7.4,51990528,5.4,128356352,84,86,81,1206693888,8346394624
7.5,51990528,5.2,128389120,72,75,69,1202061312,8346394624
6.5,52113408,3.7,128282624,75,77,73,1204748288,8346394624
1.9,52113408,1.8,128282624,9.7,10,9,1200607232,8346394624
0.016,52113408,0.35,128290816,3.5,3.2,3.8,1200607232,8346394624
0.0079,52113408,0.34,128290816,4.4,4.8,4,1200340992,8346394624
0.0068,52113408,0.36,128401408,3.6,3.2,4,1200340992,8346394624
0.015,52113408,0.39,128290816,4.2,4.8,3.6,1200340992,8346394624
0.031,52113408,0.37,128290816,4,4.4,3.6,1200332800,8346394624
2.9,51781632,1.2,128438272,12,12,12,1200160768,8346394624
6.4,52244480,4.1,128450560,48,49,47,1182396416,8346394624
9.3,52244480,5.9,128491520,79,81,76,1193013248,8346394624
11,52244480,6.2,128794624,83,86,81,1186258944,8346394624
11,52305920,5.9,128708608,90,92,88,1215496192,8346394624
11,52305920,5.2,128794624,89,92,86,1243394048,8346394624
10,52305920,6,128720896,87,89,86,1235251200,8346394624
9.7,50696192,5.8,128856064,91,93,89,1238646784,8346394624
11,51310592,4.8,129028096,88,91,86,1239277568,8346394624
10,51372032,5.3,129032192,84,86,81,1222467584,8346394624
8.9,51470336,5.2,129073152,89,90,88,1212579840,8346394624
10,51572736,5.4,129122304,86,88,84,1218207744,8346394624
10,51572736,5.7,129171456,84,86,81,1209245696,8346394624
10,51683328,5.3,129183744,90,92,87,1209905152,8346394624
9.6,51683328,5.6,129372160,86,88,84,1213358080,8346394624
10,51683328,6.1,129527808,82,85,79,1218248704,8346394624
11,51683328,5.6,129454080,91,93,90,1225633792,8346394624
9.5,51687424,5.3,129445888,87,90,84,1224417280,8346394624
9.8,51687424,5.2,129482752,84,86,81,1214271488,8346394624
10,51699712,6.1,129671168,89,91,87,1215021056,8346394624
11,51699712,6.7,129724416,92,94,90,1221189632,8346394624
13,51699712,6.5,129855488,86,88,83,1213251584,8346394624
12,51699712,7.2,129921024,90,92,87,1219076096,8346394624
12,51699712,6.9,129970176,91,93,89,1237884928,8346394624
12,51838976,6.4,129785856,88,92,85,1226588160,8346394624
9.7,51916800,5.3,130183168,89,91,86,1227956224,8346394624
9.4,51970048,4.5,130244608,85,87,83,1230430208,8346394624
7.9,51871744,5.6,130703360,81,85,77,1222959104,8346394624
7.8,52002816,5.4,130740224,89,90,87,1227026432,8346394624
5.8,52002816,3.1,130748416,63,64,61,1215660032,8346394624
1.6,52002816,1.1,130748416,6.5,6,7,1209516032,8346394624
0.022,52002816,0.43,130867200,4,3.8,4.2,1208471552,8346394624
0.014,52002816,0.42,130867200,3.8,3.4,4.2,1208979456,8346394624
0.014,52002816,0.39,130949120,4.3,3.8,4.8,1208954880,8346394624
0.013,52002816,0.41,130928640,3.8,4.2,3.4,1208946688,8346394624
0.0065,52002816,0.38,130928640,4,3.6,4.4,1208918016,8346394624
0.012,52002816,0.39,130928640,5.8,6.6,5,1209360384,8346394624
0.014,52002816,0.42,130932736,4.2,4.4,4,1209004032,8346394624
0.016,52002816,0.38,130932736,4,4.2,3.8,1208483840,8346394624
0.013,52002816,1,131137536,4.6,5.6,3.6,1207218176,8346394624
0.012,52002816,1,131010560,3.7,4.2,3.2,1206059008,8346394624
0.19,52002816,0.42,130875392,4.8,4.2,5.4,1202765824,8346394624
2,51630080,1.3,130895872,10,11,9.4,1202667520,8346394624
4.4,51630080,2.7,131055616,15,15,16,1178578944,8346394624
4.9,51699712,2.9,130949120,18,18,18,1178611712,8346394624
4.5,50847744,2.6,130973696,19,20,18,1171095552,8346394624
4.6,50847744,2.9,131002368,17,18,16,1166352384,8346394624
4.9,50847744,2.8,131153920,17,18,16,1166196736,8346394624
5.1,41734144,2.4,131047424,21,21,21,1156546560,8346394624
5.8,41967616,2.3,131067904,16,16,15,1156009984,8346394624
6.6,43003904,2.6,131096576,21,20,22,1151172608,8346394624
6.4,43413504,3.9,131231744,21,21,21,1151750144,8346394624
5.7,43454464,3.6,131125248,18,18,18,1146716160,8346394624
6.6,42680320,2.9,131026944,19,19,19,1145212928,8346394624
6.5,43044864,2.8,131047424,21,21,21,1145958400,8346394624
5.7,43974656,2.5,131067904,16,15,17,1146912768,8346394624
5.4,44183552,2.7,131092480,17,18,17,1139773440,8346394624
4.5,44486656,2.5,131112960,19,19,18,1139306496,8346394624
4.8,44621824,2.8,131137536,17,16,17,1134956544,8346394624
4.9,44957696,2.9,131162112,18,18,17,1134055424,8346394624
5.4,45244416,2.6,131055616,19,19,19,1137004544,8346394624
5.1,45309952,2.6,131203072,18,18,18,1134288896,8346394624
4.4,45490176,2.6,131096576,17,18,16,1134395392,8346394624
5.4,46182400,3.5,131084288,21,23,19,1134661632,8346394624
5.4,46129152,3.3,131104768,16,16,16,1135300608,8346394624
4.4,46325760,2.3,131145728,17,17,17,1135685632,8346394624
4.5,46456832,2.7,131174400,17,16,18,1135595520,8346394624
6.1,45076480,2.9,131198976,20,21,19,1135288320,8346394624
6.4,45117440,2.5,131219456,17,17,17,1134202880,8346394624
5,45121536,2.6,131108864,19,19,19,1134780416,8346394624
4.3,45170688,2.7,131129344,17,17,17,1130590208,8346394624
2.8,45170688,1.7,131141632,12,12,11,1131057152,8346394624
0.84,45170688,0.7,131006464,4,4,4,1131053056,8346394624
0.014,45170688,0.36,131006464,5.6,6.8,4.4,1131032576,8346394624
0.013,45170688,0.39,131006464,4,4.2,3.8,1131032576,8346394624
1,41308160,1,131072000,5.5,5.2,5.8,1128628224,8346394624
1,41234432,1,131072000,3.9,3.4,4.4,1126584320,8346394624
0.0088,41234432,0.52,131203072,4.6,5,4.2,1126289408,8346394624
2.7,41762816,1.3,131219456,9.1,8.4,9.8,1126719488,8346394624
7,42754048,2.4,131117056,24,26,23,1128869888,8346394624
7.1,43053056,2.4,131260416,23,24,22,1123590144,8346394624
6,43278336,2.5,131022848,29,30,28,1123373056,8346394624
6.5,43606016,3.2,131178496,26,26,25,1123852288,8346394624
6.5,43880448,2.7,131067904,24,24,23,1141526528,8346394624
6.2,44290048,2.8,131096576,29,29,28,1141481472,8346394624
5.4,44367872,2.7,131244032,28,28,29,1140813824,8346394624
6.2,44298240,2.5,131141632,22,22,23,1141641216,8346394624
7.6,44326912,4.3,131309568,30,31,30,1141600256,8346394624
6.1,44343296,4.2,131334144,28,29,28,1138176000,8346394624
5.3,44425216,2.8,131235840,22,21,22,1137246208,8346394624
6.2,44531712,3,131133440,28,29,27,1138216960,8346394624
6.4,44720128,2.9,131018752,30,31,29,1138278400,8346394624
5.7,44650496,2.6,131039232,21,22,20,1138319360,8346394624
4.5,44650496,2.7,131186688,27,28,27,1140305920,8346394624
5.7,44650496,2.7,131084288,28,29,28,1140207616,8346394624
6,44650496,2.8,131104768,21,22,21,1141915648,8346394624
5.4,44654592,2.8,131129344,25,27,24,1142280192,8346394624
5.8,44707840,3,131153920,31,32,30,1142976512,8346394624
4.9,44830720,2.6,131174400,20,21,19,1142771712,8346394624
5.6,45293568,3.1,131088384,28,30,26,1143492608,8346394624
5.8,45514752,3.6,131117056,29,30,27,1143537664,8346394624
4.8,45465600,2.5,131133440,22,22,21,1143455744,8346394624
4,45473792,2.6,131162112,25,26,23,1144102912,8346394624
5,45654016,3.3,131194880,30,28,31,1145090048,8346394624
5.2,45862912,2.8,131215360,22,22,22,1145200640,8346394624
4.8,45867008,2.6,131104768,25,26,24,1145131008,8346394624
4.9,45867008,2.5,131125248,28,29,27,1144840192,8346394624
2.8,45871104,1.9,131260416,19,19,18,1144905728,8346394624
0.73,45871104,0.87,131133440,3.8,3.8,3.8,1145413632,8346394624
0.02,45871104,0.36,131133440,6,4.4,7.6,1145229312,8346394624
0.012,45871104,0.38,131133440,4,4.4,3.6,1144471552,8346394624
0.0059,45871104,1.1,131248128,4.7,5.6,3.8,1143889920,8346394624
0.012,45871104,1.1,131125248,3.6,3,4.2,1143910400,8346394624
0.12,45871104,0.31,131125248,4.2,3.4,5,1143652352,8346394624
1.6,46428160,1.1,131272704,7.6,7.6,7.6,1143660544,8346394624
4.7,46968832,2.4,131174400,29,30,28,1146789888,8346394624
5.2,46968832,2.8,131325952,27,28,26,1147572224,8346394624
4.6,46968832,2.7,131080192,34,35,33,1147105280,8346394624
4.8,47034368,2.9,131104768,37,39,36,1145163776,8346394624
5.2,47099904,3,131256320,29,31,28,1147293696,8346394624
4.9,47149056,2.6,131149824,32,33,31,1148559360,8346394624
4.9,47222784,2.4,131170304,38,39,37,1149739008,8346394624
6,47222784,2.6,131325952,27,27,27,1149837312,8346394624
5.7,47300608,4.4,131297280,36,38,34,1150566400,8346394624
5.5,47341568,4.3,131321856,33,34,31,1152118784,8346394624
5.5,47443968,2.6,131342336,31,33,29,1153388544,8346394624
4.5,47501312,3.1,131502080,30,30,29,1154400256,8346394624
5,47681536,2.9,131530752,36,39,33,1156907008,8346394624
5.5,47693824,2.3,131420160,30,32,29,1154994176,8346394624
5.1,47824896,2.5,131174400,29,30,28,1155952640,8346394624
5,47955968,2.8,131325952,35,36,34,1155604480,8346394624
4.1,47960064,2.9,131223552,30,30,29,1156689920,8346394624
3.9,47968256,2.5,131244032,30,31,29,1156173824,8346394624
4.9,47972352,2.6,131268608,35,35,35,1156595712,8346394624
4.8,47980544,2.8,131289088,32,34,30,1157672960,8346394624
5,48373760,3.3,131444736,29,31,28,1158328320,8346394624
6.7,48414720,3.7,131342336,40,42,38,1159692288,8346394624
6.2,48447488,3.1,131366912,31,31,30,1160310784,8346394624
5.2,48467968,2.5,131256320,28,29,27,1162072064,8346394624
6,48504832,2.8,131416064,39,41,37,1162452992,8346394624
7,48537600,3.1,131309568,32,33,31,1161461760,8346394624
5.9,48680960,2.7,131334144,26,27,24,1161129984,8346394624
5,48562176,2.8,131485696,38,41,35,1161932800,8346394624
3.9,48562176,2.1,131227648,28,30,27,1161519104,8346394624
1.1,48562176,0.89,131231744,4.1,3.8,4.4,1160777728,8346394624
0.19,48562176,0.37,131325952,5.6,5,6.2,1161318400,8346394624
0.0076,48562176,0.41,131231744,4.1,4.6,3.6,1160134656,8346394624
0.0061,48562176,1.2,131506176,5,5.8,4.2,1159819264,8346394624
0.018,48562176,1.2,131293184,3.8,4,3.6,1159598080,8346394624
0.011,48562176,0.37,131293184,3.7,4,3.4,1159155712,8346394624
1.5,48705536,0.81,131301376,7.3,7.2,7.4,1158975488,8346394624
4.5,48672768,2.3,131203072,28,29,27,1162416128,8346394624
5.3,48795648,3.1,131223552,39,41,37,1162825728,8346394624
5.3,48947200,2.8,131248128,34,35,32,1158512640,8346394624
5.7,48947200,2.7,131268608,43,45,40,1159467008,8346394624
5.6,48959488,3,131297280,43,45,40,1160048640,8346394624
5.1,48959488,2.9,131317760,31,32,29,1160294400,8346394624
5.3,48967680,2.3,131338240,42,43,41,1161486336,8346394624
6,48971776,2.6,131362816,47,49,45,1164369920,8346394624
5.9,48971776,3.9,131420160,35,37,33,1164910592,8346394624
5.9,48971776,3.9,131444736,41,43,40,1165885440,8346394624
5.9,48971776,3.1,131338240,46,47,45,1167630336,8346394624
6.2,48975872,3.1,131227648,34,35,33,1167114240,8346394624
6,48988160,2.9,131252224,43,45,40,1167753216,8346394624
5,48988160,2.9,131272704,43,45,40,1168670720,8346394624
4.8,48988160,2.8,131457024,34,36,32,1168519168,8346394624
5,49070080,3,131354624,41,43,38,1169215488,8346394624
5.2,49086464,2.9,131375104,44,46,43,1170526208,8346394624
4.7,49115136,2.5,131391488,34,36,32,1168261120,8346394624
4.5,49221632,2.6,131420160,40,41,40,1169440768,8346394624
4.7,49246208,3,131440640,44,46,42,1169842176,8346394624
5.3,49430528,3.4,131526656,39,42,35,1168744448,8346394624
5.8,49438720,3.8,131276800,41,42,39,1169825792,8346394624
5.7,49467392,3.3,131293184,44,45,42,1165340672,8346394624
6.2,49553408,2.8,131321856,35,37,34,1163890688,8346394624
6.4,49565696,2.7,131362816,42,43,40,1163984896,8346394624
6,49565696,2.7,131383296,43,44,41,1164451840,8346394624
5.3,49565696,2.7,131305472,36,38,34,1163927552,8346394624
4.9,49565696,3.2,131342336,39,41,38,1164247040,8346394624
3.7,49565696,2.5,131653632,39,40,38,1164357632,8346394624
1.4,49565696,1.1,131739648,10,10,9.8,1164156928,8346394624
0.13,49565696,0.49,131756032,5.6,4.4,6.8,1164169216,8346394624
0.014,49565696,0.32,131756032,3.9,4.4,3.4,1163628544,8346394624
0.012,49565696,1.1,131850240,4.7,4.8,4.6,1163517952,8346394624
0.012,49565696,1.1,131727360,3.7,3.8,3.6,1163345920,8346394624
0.013,49565696,0.38,131727360,3.9,4.4,3.4,1162993664,8346394624
1,49565696,0.59,131743744,6.1,6,6.2,1162366976,8346394624
3.6,50073600,2.2,131842048,22,23,21,1160650752,8346394624
5.1,50130944,3.1,131858432,48,49,47,1161531392,8346394624
4.9,50130944,2.6,132067328,46,49,43,1162911744,8346394624
4.8,50184192,2.5,131960832,41,42,39,1162940416,8346394624
5.2,50290688,3,132063232,53,55,50,1163911168,8346394624
5.6,50356224,3.2,131948544,46,48,44,1162534912,8346394624
4.5,50446336,2.4,132104192,37,38,37,1163898880,8346394624
4.5,50737152,2.7,131997696,55,56,54,1165627392,8346394624
6,50962432,4.7,132186112,50,52,48,1167052800,8346394624
6.3,50937856,4.3,132337664,38,39,37,1167249408,8346394624
5.6,50941952,2.9,132366336,54,56,51,1169563648,8346394624
6.2,50978816,3.2,132263936,48,49,46,1169305600,8346394624
5.5,51056640,2.9,132300800,40,40,40,1169186816,8346394624
4.9,51085312,2.5,132317184,53,55,52,1170890752,8346394624
5.4,51085312,2.6,132227072,48,50,47,1170337792,8346394624
5,51212288,3,132386816,39,41,37,1169354752,8346394624
4.6,51212288,3.2,132313088,53,56,51,1171693568,8346394624
5,51212288,3,132206592,49,51,46,1170800640,8346394624
5.7,51240960,2.4,132227072,40,42,38,1171226624,8346394624
4.5,51245056,2.6,132251648,53,55,51,1170788352,8346394624
3.8,51253248,3.7,132292608,53,55,50,1169334272,8346394624
6.7,48574464,3.9,132321280,39,41,38,1168789504,8346394624
7.9,48578560,3.3,132345856,53,54,52,1168867328,8346394624
7.3,48586752,3,132366336,52,53,51,1169469440,8346394624
7.6,48623616,2.9,132280320,42,44,41,1168019456,8346394624
6.9,48648192,3,132300800,51,53,49,1169989632,8346394624
6.9,48664576,3,132190208,51,54,49,1169199104,8346394624
5.7,48672768,3.1,132210688,40,41,39,1169252352,8346394624
4,48672768,2.4,132247552,50,50,49,1170931712,8346394624
2.3,48693248,1.4,132247552,18,19,18,1171255296,8346394624
0.62,48693248,0.55,132247552,5.9,5.6,6.2,1170378752,8346394624
0.0075,48693248,0.35,132247552,4.1,4.6,3.6,1170161664,8346394624
0.012,48693248,1.1,132575232,5.2,6.4,4,1170305024,8346394624
0.012,48693248,1.2,132411392,3.8,4,3.6,1169768448,8346394624
0.012,48693248,0.42,132411392,4,4.6,3.4,1169813504,8346394624
1.1,48693248,0.82,132419584,6.5,7.4,5.6,1169563648,8346394624
3.7,48705536,2,132448256,12,13,12,1177436160,8346394624
6.1,48726016,2.9,132472832,57,58,55,1166213120,8346394624
6.4,48734208,3.2,132370432,59,62,56,1167826944,8346394624
5.9,48742400,3.2,132407296,51,54,48,1168056320,8346394624
5.7,48758784,3,132431872,48,49,47,1169891328,8346394624
5.8,48762880,3,132456448,61,63,58,1172803584,8346394624
4.9,48775168,2.9,132472832,53,56,51,1174437888,8346394624
6.1,48779264,2.6,132493312,54,56,52,1175543808,8346394624
7.2,48779264,4,132694016,62,64,59,1176453120,8346394624
6.5,48779264,4.3,132587520,56,59,54,1176301568,8346394624
5.9,48779264,2.8,132616192,51,52,49,1176174592,8346394624
6.6,48783360,3,132640768,63,66,59,1176989696,8346394624
7.4,48783360,3.3,132669440,54,56,52,1177305088,8346394624
5.4,48783360,3.3,132702208,51,53,49,1199800320,8346394624
5.4,48783360,3.3,132726784,60,61,58,1195569152,8346394624
5.1,48836608,2.7,132739072,53,56,50,1193086976,8346394624
5.5,48885760,2.9,132636672,50,51,48,1193701376,8346394624
5.7,48885760,3.1,132521984,61,63,58,1194262528,8346394624
4.8,49098752,2.7,132673536,53,56,50,1193480192,8346394624
5.2,49188864,2.5,132562944,49,51,46,1194532864,8346394624
5.3,49446912,3.6,132591616,63,65,60,1196920832,8346394624
6.1,49672192,3.7,132612096,55,56,54,1197289472,8346394624
6.7,49651712,2.8,132640768,48,50,47,1196568576,8346394624
6.2,49782784,3,132792320,63,65,60,1196576768,8346394624
5.8,49795072,3.3,132739072,56,58,54,1196171264,8346394624
5.9,49963008,3.2,132759552,49,51,47,1195917312,8346394624
6.2,49963008,3,132870144,62,65,59,1196339200,8346394624
5.4,50077696,3.3,132775936,56,59,54,1197297664,8346394624
3.8,50077696,2.6,132677632,46,48,45,1197133824,8346394624
