NumOfRequests,Period, Throughput, Response Time,Acme Web CPU Usage,Acme Web Memory Usage,MongoDB CPU Usage,MongoDB Memory Usage,Avg Host CPU Usage,Host CPU 0 Usage,Host CPU 1 Usage,Host Mem Usage,Host Mem Total
5333,0.01875,400,3.9,18.80454545,67887104,9.822727273,190774551.3,45.73636364,46.02727273,45.4,828755037.1,8126898176
4000,0.025,301.3,2.9,13.95590909,63832250.18,7.340909091,190790376.7,35.36818182,35.87272727,34.81818182,828753175.3,8126898176
5333,0.01875,400,4,17.7519913,67242073.04,9.152173913,190776898.8,43.63043478,44.83478261,42.51304348,828580552.3,8126898176
4000,0.025,301.3,2.9,13.12201304,65003341.91,7.226086957,190816612.2,33.84782609,33.97391304,33.72173913,828555976.3,8126898176
5333,0.01875,400,4,19.00909091,67805742.55,9.812272727,190814580.4,45.90909091,46.68181818,45.27272727,828701975.3,8126898176
4000,0.025,301.3,3,14.13727273,64652194.91,7.320454545,190847720.7,35.35,35.22727273,35.51818182,828630109.1,8126898176
5333,0.01875,400,4,18.61845909,67764037.82,9.518181818,190844928,45.55,46.67272727,44.47272727,828600506.2,8126898176
4000,0.025,301.3,2.9,13.42633913,66019149.91,7.148695652,190852585.7,34.21304348,34.86086957,33.43478261,828707706.4,8126898176
5333,0.01875,400,4,18.77,67930670.55,9.818636364,190876392.7,45.84090909,47.68181818,43.91818182,828658967.3,8126898176
4000,0.025,301.3,2.9,14.56666667,65083684.57,7.757142857,190866188.2,37,37.76190476,36.19047619,828623140.6,8126898176
5333,0.01875,400,3.8,17.8916,68161714.09,9.273913043,190891052.5,43.7826087,44.03478261,43.74782609,828594443.1,8126898176
4000,0.025,301.3,2.9,13.42204783,66234457.04,7.210434783,190830681,34.24347826,34.89565217,33.53043478,828674048,8126898176
