Acme Web CPU Usage,Acme Web Memory Usage,MongoDB CPU Usage,MongoDB Memory Usage,VM 1 Probe App CPU Usage,VM 1 Probe App Memory Usage,VM 2 Probe App CPU Usage,VM 2 Probe App Memory Usage,VM 1 Avg Host CPU Usage,VM 1 Host CPU 0 Usage,VM 1 Host CPU 1 Usage,VM 1 Host Mem Usage,VM 1 Host Mem Total,VM 2 Avg Host CPU Usage,VM 2 Host CPU 0 Usage,VM 2 Host CPU 1 Usage,VM 2 Host Mem Usage,VM 2 Host Mem Total
0.011,48435200,0.26,162689024,0,47767552,0.011,47308800,2.4,2.8,2,771178496,8346394624,1.9,2,1.8,873410560,8126898176
2.6,48029696,0.25,162689024,1.9,53612544,0,47308800,7.5,6.2,8.8,777138176,8346394624,6.3,3.6,9,879116288,8126898176
7.9,48869376,1.5,162562048,3.2,53612544,0,47308800,7,5.8,8.2,776302592,8346394624,7.7,5.4,10,879546368,8126898176
10,47591424,3.5,162848768,2.2,53612544,0,47308800,14,11,16,777252864,8346394624,8.3,6,11,879190016,8126898176
10,47595520,4.4,162848768,2.5,53612544,5.8,53149696,12,10,14,776122368,8346394624,8.3,5,12,879140864,8126898176
12,47624192,4.4,162557952,1.5,53612544,7.3,53149696,14,17,11,776032256,8346394624,8.9,8.6,9.2,878993408,8126898176
13,45019136,4.1,162566144,3,53616640,1.5,53149696,14,17,12,773087232,8346394624,8.5,11,5.8,878899200,8126898176
12,45060096,4.5,162635776,3,53616640,2.5,53149696,14,17,12,773492736,8346394624,14,13,15,879300608,8126898176
11,43753472,5.7,162455552,1.6,53616640,3.2,53149696,14,17,11,772055040,8346394624,8.5,11,6,878419968,8126898176
12,44187648,5.5,162430976,3.1,53616640,2.2,53149696,11,11,10,772988928,8346394624,8.7,11,6,878370816,8126898176
12,44503040,4.4,162619392,3,53616640,3.1,53149696,14,12,15,773414912,8346394624,8.5,11,6,878268416,8126898176
11,44597248,4.3,162463744,3,53616640,3.2,53149696,14,11,18,772808704,8346394624,8.9,12,6.2,878166016,8126898176
11,44711936,4.2,162492416,2.1,53616640,3.2,53153792,14,12,15,772710400,8346394624,8.9,11,7,879104000,8126898176
11,45019136,4.6,162521088,1.5,53616640,3.3,53153792,14,11,17,773390336,8346394624,8.8,12,5.8,877715456,8126898176
11,45350912,4.7,162557952,2.3,53616640,3.3,53153792,13,11,16,773832704,8346394624,8.5,11,6.2,878157824,8126898176
8.5,45899776,4.1,162471936,3,53616640,3.1,53153792,12,13,11,774295552,8346394624,8.6,10,7,878325760,8126898176
13,47394816,4.3,162349056,3,53616640,3.1,53153792,12,14,9.8,775004160,8346394624,8.6,6.6,11,877961216,8126898176
13,48214016,4.6,162590720,3,53616640,2.9,53153792,16,19,13,776699904,8346394624,8.4,6.2,11,877821952,8126898176
13,48963584,5.4,162557952,2.8,53616640,2.4,53153792,15,18,12,776839168,8346394624,8.8,6.2,11,878256128,8126898176
14,48992256,6.1,162402304,2.6,53616640,3.9,53153792,16,17,15,777781248,8346394624,11,6.6,15,878419968,8126898176
7.8,47808512,6.1,162643968,1.3,53616640,2.9,53153792,12,13,11,776642560,8346394624,6.5,4,9,877793280,8126898176
2.2,47808512,3.4,162635776,1.4,47898624,2.8,47476736,7,4.4,9.6,770420736,8346394624,5.8,3,8.6,871821312,8126898176
0.051,47808512,0.58,162541568,1.4,47898624,2.8,47443968,2.4,2.4,2.4,770412544,8346394624,1.8,2,1.6,872079360,8126898176
0.012,47808512,0.24,162516992,0,47898624,0.0016,47443968,2.9,3.2,2.6,770670592,8346394624,2.5,2.6,2.4,872079360,8126898176
0.011,47808512,0.24,162406400,0,47898624,0,47443968,2.5,3,2,770596864,8346394624,2,1.8,2.2,872079360,8126898176
0.012,47808512,0.24,162516992,0,47898624,0,47443968,2.9,2.8,3,770580480,8346394624,2.4,2.4,2.4,872079360,8126898176
0.25,47808512,0.24,162414592,1.5,53755904,0,47443968,2.4,2.4,2.4,770322432,8346394624,1.8,2.2,1.4,872079360,8126898176
3.9,38961152,0.45,162525184,3.3,53755904,1.6,53362688,7.5,10,4.8,776269824,8346394624,9.9,4.6,15,878264320,8126898176
11,42455040,2,162615296,3.8,53755904,4.2,53293056,14,18,10,768446464,8346394624,11,5.4,16,878477312,8126898176
13,43216896,4.1,162746368,5.1,53755904,5.7,53293056,19,22,16,771178496,8346394624,12,6.2,18,878354432,8126898176
12,43474944,4.4,162742272,4.6,53760000,6,53293056,14,18,10,772124672,8346394624,8.4,5.4,11,878350336,8126898176
14,41254912,4.6,162676736,4.6,53760000,4.7,53293056,18,23,14,772796416,8346394624,15,20,9.8,879026176,8126898176
14,41803776,6.3,162889728,4.6,53760000,4.9,53293056,15,17,14,770371584,8346394624,12,17,6.6,879472640,8126898176
11,41971712,6.1,162742272,3.9,53760000,6.3,53293056,15,17,13,770797568,8346394624,12,6.8,17,878059520,8126898176
9.7,41893888,4.4,162848768,4.5,53760000,4.7,53293056,17,18,15,770437120,8346394624,8.3,5.8,11,878505984,8126898176
11,42455040,4.1,162914304,4.2,53760000,4.7,53293056,14,16,11,770867200,8346394624,11,16,6.8,878399488,8126898176
10,42704896,4,162811904,4.3,53760000,7,53297152,16,21,12,771276800,8346394624,11,5.6,16,878841856,8126898176
10,43593728,4.1,162979840,5,53760000,5.4,53297152,16,11,20,771956736,8346394624,13,6.6,19,878219264,8126898176
10,44257280,4.7,162803712,4,53760000,5.5,53297152,13,11,16,772378624,8346394624,9.7,5.6,14,879173632,8126898176
10,45084672,5.5,162717696,3.7,53760000,5.8,53297152,15,15,15,773091328,8346394624,41,47,36,880365568,8126898176
8.9,45486080,5.5,162676736,5.7,53760000,3.9,53297152,16,14,18,774746112,8346394624,8.5,5,12,878972928,8126898176
8.8,46067712,4.4,162914304,4.7,53760000,5.2,53297152,13,16,11,774148096,8346394624,12,6.2,18,878362624,8126898176
12,47321088,3.8,163033088,4.6,53760000,6.2,53297152,15,18,11,774807552,8346394624,8.9,6.4,11,880058368,8126898176
14,48181248,5.4,162852864,4.6,53760000,4.7,53297152,18,22,14,777220096,8346394624,14,19,10,878678016,8126898176
13,47996928,7.5,162955264,3,53760000,4.7,53297152,15,13,17,776806400,8346394624,12,6.8,17,878526464,8126898176
10,48005120,6.6,163028992,4.4,53760000,6.1,53297152,17,13,20,776400896,8346394624,11,6.6,15,878432256,8126898176
4.5,48005120,4.2,162770944,4.4,48201728,5.4,53297152,9.8,7.2,12,776605696,8346394624,9.3,3.8,15,878395392,8126898176
0.66,48005120,1.8,162766848,1.4,48050176,3.9,47599616,6.3,4,8.6,771153920,8346394624,2.7,2.6,2.8,872427520,8126898176
0.012,48005120,0.48,162676736,0,48050176,1.4,47566848,2.2,2,2.4,770895872,8346394624,1.9,2.2,1.6,872427520,8126898176
0.01,48005120,0.24,162770944,0,48050176,0.0016,47566848,3.2,3.8,2.6,770895872,8346394624,2.2,1.8,2.6,872681472,8126898176
0.011,48005120,0.24,162680832,0,48050176,0,47566848,2.6,2.6,2.6,770895872,8346394624,1.9,2,1.8,872681472,8126898176
0.012,48005120,0.19,162680832,0,48050176,0,47566848,2.8,2.8,2.8,770912256,8346394624,2.3,2.2,2.4,872681472,8126898176
0.91,48005120,0.27,162680832,2.7,53899264,0,47566848,2.5,2.4,2.6,770654208,8346394624,5,7.6,2.4,879149056,8126898176
3.8,47472640,0.99,162906112,5.2,53899264,3,53440512,11,9.6,13,776286208,8346394624,11,12,9.2,879378432,8126898176
8.4,47509504,3,162983936,6.7,53899264,7.5,53440512,17,20,14,776458240,8346394624,14,6.2,23,878768128,8126898176
12,47529984,4.5,162897920,7.5,53903360,7.7,53440512,17,23,11,776368128,8346394624,14,21,7.4,878833664,8126898176
12,47669248,5.3,162975744,6.4,53903360,7.9,53440512,17,23,11,776269824,8346394624,15,16,13,879464448,8126898176
12,43986944,6.1,163061760,6.1,53903360,9.2,53440512,18,23,14,776687616,8346394624,14,20,7.2,879624192,8126898176
12,44253184,5.1,163061760,6,53903360,7.8,53440512,18,15,21,773230592,8346394624,13,14,12,880046080,8126898176
11,44462080,4.5,163119104,5.5,53903360,7.3,53440512,17,17,17,773394432,8346394624,14,20,6.8,879726592,8126898176
9.5,44400640,4.6,163131392,6.4,53903360,7.8,53440512,18,25,11,774590464,8346394624,13,10,17,879616000,8126898176
10,44490752,4.4,162947072,6.8,53903360,7.3,53444608,16,15,17,773468160,8346394624,14,10,18,878784512,8126898176
11,44498944,4.5,163147776,6,53903360,8.2,53444608,17,21,14,773369856,8346394624,13,8.2,18,878419968,8126898176
10,44826624,4.8,162930688,6.4,53903360,8.7,53444608,17,21,13,774295552,8346394624,15,6.8,23,879620096,8126898176
9.6,45391872,4.8,163139584,6.4,53903360,7.8,53444608,16,16,16,773672960,8346394624,12,7.2,16,880816128,8126898176
9.7,45903872,4.2,162983936,6.2,53903360,6.8,53444608,17,13,21,774090752,8346394624,14,6.8,21,878653440,8126898176
8.8,46321664,4.3,163258368,7.4,53903360,8.2,53444608,16,21,11,775024640,8346394624,14,13,14,879853568,8126898176
11,47345664,4.1,163086336,7.1,53903360,8.3,53444608,16,20,13,775172096,8346394624,15,7.2,24,879505408,8126898176
13,48443392,5.9,163147776,6.7,53903360,6.8,53444608,18,18,18,776368128,8346394624,14,8.6,19,878940160,8126898176
13,48680960,7.2,163143680,5.3,53903360,9.4,53444608,19,14,24,777015296,8346394624,16,16,16,878800896,8126898176
12,49684480,6.1,163205120,5.6,53903360,8.9,53444608,17,23,12,777924608,8346394624,13,17,8.8,878706688,8126898176
8.5,49815552,5.5,163098624,7.5,53903360,6.5,53444608,17,12,22,778842112,8346394624,13,13,13,878358528,8126898176
2.7,49696768,3.7,163016704,4.7,47628288,7.2,53444608,14,12,16,778543104,8346394624,11,3.6,19,873521152,8126898176
0.17,49696768,1.1,162902016,1.4,47591424,6.5,47202304,3.1,3,3.2,772575232,8346394624,2.2,2.6,1.8,872644608,8126898176
0.011,49696768,0.28,162906112,0,47591424,2.6,47128576,2.2,2,2.4,772317184,8346394624,2.3,2.2,2.4,872386560,8126898176
0.011,49696768,0.37,162988032,0,47591424,0,47128576,3.2,3.4,3,772042752,8346394624,2.2,2.4,2,872382464,8126898176
0.011,49696768,0.26,162910208,0,47591424,0,47128576,2.4,2.8,2,772382720,8346394624,2.5,2.4,2.6,872640512,8126898176
0.013,49696768,0.28,162992128,0,47591424,0,47128576,3.3,3.4,3.2,772018176,8346394624,1.9,1.8,2,872386560,8126898176
1.9,49696768,0.3,162910208,3.7,53428224,0,47128576,3.7,4.4,3,774873088,8346394624,7,8.6,5.4,878854144,8126898176
7.3,42020864,1.4,163045376,7,53432320,6,52973568,18,23,13,769646592,8346394624,16,26,6,878268416,8126898176
11,44777472,4.3,163082240,7.8,53432320,11,52973568,17,17,17,770613248,8346394624,17,21,14,878239744,8126898176
11,44945408,5.5,163086336,9,53432320,9.4,52973568,20,21,18,772845568,8346394624,18,6.4,29,878673920,8126898176
12,45076480,4.8,163205120,9.1,53432320,11,52973568,20,17,22,772984832,8346394624,15,6.6,24,879079424,8126898176
13,43532288,4.6,163143680,8.6,53432320,10,52973568,20,22,19,774230016,8346394624,16,17,16,878981120,8126898176
13,43708416,4.5,163143680,7.9,53432320,11,52973568,21,16,26,772608000,8346394624,17,27,7.6,878411776,8126898176
12,42500096,4.4,163229696,7.5,53432320,10,52977664,20,17,23,772513792,8346394624,14,23,5.8,878800896,8126898176
10,42409984,4.5,163319808,8.2,53432320,9.1,52977664,18,20,16,771633152,8346394624,15,20,11,880013312,8126898176
11,42790912,4.5,163106816,9,53432320,12,52977664,18,13,22,771538944,8346394624,17,28,6.2,879407104,8126898176
11,43479040,4.6,163262464,9,53432320,11,52977664,20,27,13,771424256,8346394624,16,23,9,880091136,8126898176
12,44335104,4.8,163155968,8.5,53432320,10,52977664,21,25,18,772349952,8346394624,15,15,16,879489024,8126898176
12,44974080,4.5,163135488,8.1,53432320,11,52977664,18,20,16,773029888,8346394624,15,8.8,22,879390720,8126898176
10,45928448,4.3,163213312,8.5,53432320,10,52977664,18,14,22,773967872,8346394624,18,26,9.6,880336896,8126898176
11,46665728,5.9,163282944,8.5,53432320,9.5,52977664,21,16,25,774127616,8346394624,16,25,7.2,878448640,8126898176
13,47759360,5.8,163213312,7.8,53432320,11,52977664,16,18,14,775045120,8346394624,16,16,16,878616576,8126898176
12,48447488,5.4,163422208,9.2,53432320,11,52977664,22,27,17,775684096,8346394624,16,23,9.6,878747648,8126898176
14,49197056,4.8,163184640,8.8,53432320,9.3,52977664,22,15,29,777113600,8346394624,18,13,24,878874624,8126898176
15,48091136,4.8,163299328,8.3,53432320,10,52977664,22,17,28,778543104,8346394624,15,16,15,879034368,8126898176
7.5,48078848,5.5,163127296,7.1,53432320,11,52977664,17,22,13,777674752,8346394624,15,18,11,878714880,8126898176
1.7,48078848,3.2,163217408,5.2,47755264,9.7,52977664,14,22,6.2,771690496,8346394624,9.6,16,3,873267200,8126898176
0.011,48078848,0.92,163065856,3.1,47722496,5.4,47390720,2.6,2.8,2.4,770981888,8346394624,2.1,1.8,2.4,872460288,8126898176
0.011,48078848,0.28,162967552,0,47722496,1.4,47263744,3.2,2.6,3.8,770650112,8346394624,2.5,2.8,2.2,872460288,8126898176
0.011,48078848,0.24,163065856,0,47722496,0,47263744,2.7,2,3.4,771424256,8346394624,2.2,2.2,2.2,872460288,8126898176
0.012,48078848,0.24,162967552,0,47722496,0,47263744,2.9,2.4,3.4,770658304,8346394624,2.4,2.2,2.6,872460288,8126898176
0.032,48078848,0.27,163065856,0,47722496,0,47263744,2.2,2.2,2.2,770400256,8346394624,1.9,2,1.8,872718336,8126898176
4,47820800,1.3,163090432,6.7,53604352,1.7,53276672,8.2,5.4,11,776060928,8346394624,14,22,4.8,879628288,8126898176
7.4,48500736,2.9,163192832,11,53604352,7.4,53272576,19,15,24,776458240,8346394624,18,27,9.2,879251456,8126898176
10,45707264,3.5,163315712,11,53604352,14,53272576,23,24,22,775639040,8346394624,19,32,7.2,879456256,8126898176
12,46370816,4.1,163209216,11,53604352,13,53272576,20,16,23,774479872,8346394624,19,28,9.6,879128576,8126898176
14,43134976,5,163348480,8.6,53604352,13,53272576,23,18,28,774885376,8346394624,18,29,6.8,879222784,8126898176
13,43151360,4.5,163328000,11,53604352,14,53272576,22,23,20,771670016,8346394624,20,31,8.6,879112192,8126898176
11,43192320,4.6,163409920,11,53604352,12,53276672,20,13,28,771567616,8346394624,18,27,9.4,879276032,8126898176
10,43192320,4.9,163323904,9,53604352,13,53276672,22,11,32,771465216,8346394624,19,16,22,879714304,8126898176
8.9,43597824,4.7,163131392,10,53604352,13,53276672,19,20,17,772141056,8346394624,18,9.4,27,878940160,8126898176
9.5,43708416,4.6,163221504,10,53604352,12,53276672,22,26,17,772300800,8346394624,18,15,21,880574464,8126898176
11,44433408,4.5,163209216,11,53604352,12,53276672,21,14,29,772960256,8346394624,18,26,9.8,879718400,8126898176
11,44650496,4.2,163262464,10,53604352,12,53276672,20,24,16,773636096,8346394624,19,21,17,879357952,8126898176
9.2,45256704,6,163278848,9.2,53604352,13,53276672,20,27,14,774074368,8346394624,20,29,11,880218112,8126898176
11,45965312,6.3,163164160,11,53604352,13,53276672,23,26,19,774225920,8346394624,19,21,17,879341568,8126898176
10,46465024,4.3,163028992,9.6,53604352,14,53276672,18,16,20,774905856,8346394624,18,8.6,28,880553984,8126898176
12,47497216,4.2,162983936,11,53604352,14,53276672,21,30,13,775315456,8346394624,19,9.2,29,879661056,8126898176
12,48283648,4.6,163147776,11,53604352,12,53276672,23,32,15,777834496,8346394624,19,7.4,31,879296512,8126898176
12,48320512,6.2,163188736,11,53604352,13,53276672,22,29,15,776605696,8346394624,19,27,10,879751168,8126898176
12,48320512,5.8,163176448,11,53604352,14,53276672,23,25,20,777252864,8346394624,19,27,10,879583232,8126898176
5.4,48320512,4.1,163020800,10,53604352,12,53276672,18,19,17,776687616,8346394624,17,24,11,880324608,8126898176
0.95,48320512,2.5,162852864,4.9,47878144,12,53276672,11,3.4,18,772259840,8346394624,7.7,13,2.8,874622976,8126898176
0.013,48320512,0.62,162938880,0.017,47878144,6.2,47677440,3,3.2,2.8,771485696,8346394624,2.5,2.2,2.8,873590784,8126898176
0.01,48320512,0.28,162856960,0,47878144,0.013,47550464,2.2,2.4,2,770969600,8346394624,1.9,2,1.8,873590784,8126898176
0.011,48320512,0.27,162942976,0,47878144,0,47550464,3.1,3,3.2,772259840,8346394624,2.5,2.4,2.6,873590784,8126898176
0.011,48320512,1.4,162967552,0,47878144,0,47550464,2.8,3.2,2.4,771227648,8346394624,3.9,2.4,5.4,873385984,8126898176
0.6,47398912,1.4,163123200,2.7,53714944,0,47550464,3.1,2.6,3.6,771112960,8346394624,2.7,2.6,2.8,873893888,8126898176
4.1,47656960,0.57,163180544,7,53714944,3,53481472,14,9.2,19,775716864,8346394624,18,5.2,31,879566848,8126898176
9.2,47939584,2.3,163282944,12,53714944,12,53391360,21,22,19,776425472,8346394624,22,26,18,879472640,8126898176
11,47939584,4.1,163282944,15,53714944,16,53391360,23,32,14,776347648,8346394624,21,12,30,879747072,8126898176
11,47943680,4.5,163176448,13,53714944,14,53391360,24,15,32,776507392,8346394624,21,13,30,879628288,8126898176
11,42561536,4.7,162959360,13,53714944,18,53395456,23,25,20,776650752,8346394624,20,27,14,878465024,8126898176
12,42569728,4.6,162983936,13,53714944,17,53395456,23,14,33,771121152,8346394624,21,16,25,878678016,8126898176
11,42733568,4.9,162938880,12,53714944,15,53395456,24,34,13,771284992,8346394624,21,29,13,878522368,8126898176
9.5,43020288,4.5,162902016,11,53714944,15,53395456,23,24,22,771182592,8346394624,21,16,26,879730688,8126898176
9,43134976,4,163053568,12,53714944,15,53395456,23,23,23,771547136,8346394624,21,15,27,879734784,8126898176
